accuracy,loss,val_accuracy,val_loss
0.7222371101379395,0.7554983496665955,0.7390374541282654,0.5807245373725891
0.7310677170753479,0.5836183428764343,0.7390374541282654,0.569676399230957
0.780305027961731,0.4616531729698181,0.825668454170227,0.37021252512931824
0.8490768074989319,0.3489941656589508,0.8877005577087402,0.28648069500923157
0.8782445788383484,0.28323251008987427,0.8385026454925537,0.3753226697444916
0.9092855453491211,0.2226208746433258,0.9197860956192017,0.21235477924346924
0.9282847046852112,0.19508977234363556,0.9272727370262146,0.19128109514713287
0.9189189076423645,0.2099769562482834,0.926203191280365,0.2093479037284851
0.9306930899620056,0.18063420057296753,0.9176470637321472,0.22909915447235107
0.9333690404891968,0.16592364013195038,0.9347593784332275,0.19008338451385498
0.9384533166885376,0.16298042237758636,0.9304812550544739,0.2117358297109604
0.9408616423606873,0.16063790023326874,0.9347593784332275,0.20088070631027222
0.9430024027824402,0.15655291080474854,0.9283422231674194,0.21156562864780426
0.9419320225715637,0.15246398746967316,0.929411768913269,0.202420175075531
0.940326452255249,0.1540953516960144,0.9358288645744324,0.188454732298851
